date,artist,title,peakPos,lastPos,weeks,rank,change,list
2003-03-08,Justin Timberlake,Cry Me A River,3,4,13,7,-3,pop
2003-03-01,Justin Timberlake,Cry Me A River,3,3,12,4,-1,pop
2003-02-22,Justin Timberlake,Cry Me A River,3,3,11,3,0,pop
2003-02-15,Justin Timberlake,Cry Me A River,3,3,10,3,0,pop
2003-02-15,Justin Timberlake,Like I Love You,4,29,23,37,-8,pop
2003-02-08,Justin Timberlake,Cry Me A River,3,3,9,3,0,pop
2003-02-08,Justin Timberlake,Like I Love You,4,30,22,29,+1,pop
2003-02-01,Justin Timberlake,Cry Me A River,3,5,8,3,+2,pop
2003-02-01,Justin Timberlake,Like I Love You,4,25,21,30,-5,pop
2003-01-25,Justin Timberlake,Cry Me A River,3,9,7,5,+4,pop
2003-01-25,Justin Timberlake,Like I Love You,4,20,20,25,-5,pop
2003-01-18,Justin Timberlake,Cry Me A River,3,9,6,9,0,pop
2003-01-18,Justin Timberlake,Like I Love You,4,18,19,20,-2,pop
2003-01-11,Justin Timberlake,Cry Me A River,3,10,5,9,+1,pop
2003-01-11,Justin Timberlake,Like I Love You,4,19,18,18,+1,pop
2003-01-04,Justin Timberlake,Cry Me A River,3,13,4,10,+3,pop
2003-01-04,Justin Timberlake,Like I Love You,4,18,17,19,-1,pop
2002-12-28,Justin Timberlake,Cry Me A River,3,22,3,13,+9,pop
2002-12-28,Justin Timberlake,Like I Love You,4,13,16,18,-5,pop
2002-12-21,Justin Timberlake,Like I Love You,4,11,15,13,-2,pop
2002-12-21,Justin Timberlake,Cry Me A River,3,37,2,22,+15,pop
2002-12-14,Justin Timberlake,Like I Love You,4,9,14,11,-2,pop
2002-12-14,Justin Timberlake,Cry Me A River,3,0,1,37,New,pop
2002-12-07,Justin Timberlake,Like I Love You,4,8,13,9,-1,pop
2002-11-30,Justin Timberlake,Like I Love You,4,5,12,8,-3,pop
2002-11-23,Justin Timberlake,Like I Love You,4,4,11,5,-1,pop
2002-11-16,Justin Timberlake,Like I Love You,4,6,10,4,+2,pop
2002-11-09,Justin Timberlake,Like I Love You,4,6,9,6,0,pop
2002-11-02,Justin Timberlake,Like I Love You,4,8,8,6,+2,pop
2002-10-26,Justin Timberlake,Like I Love You,4,8,7,8,0,pop
2002-10-19,Justin Timberlake,Like I Love You,4,8,6,8,0,pop
2002-10-12,Justin Timberlake,Like I Love You,4,11,5,8,+3,pop
2002-10-05,Justin Timberlake,Like I Love You,4,11,4,11,0,pop
2002-09-28,Justin Timberlake,Like I Love You,4,19,3,11,+8,pop
2002-09-21,Justin Timberlake,Like I Love You,4,29,2,19,+10,pop
2002-09-14,Justin Timberlake,Like I Love You,4,0,1,29,New,pop
2015-12-05,Justin Timberlake,Drink You Away,17,17,4,34,-17,r-b-hip-hop
2015-11-28,Justin Timberlake,Drink You Away,17,22,3,17,+5,r-b-hip-hop
2015-11-21,Justin Timberlake,Drink You Away,17,0,2,22,Re-Entry,r-b-hip-hop
2014-02-15,Justin Timberlake,TKO,9,30,20,31,-1,r-b-hip-hop
2014-02-08,Justin Timberlake,TKO,9,29,19,30,-1,r-b-hip-hop
2014-02-01,Justin Timberlake,TKO,9,27,18,29,-2,r-b-hip-hop
2014-01-25,Justin Timberlake,TKO,9,23,17,27,-4,r-b-hip-hop
2014-01-18,Justin Timberlake,TKO,9,17,16,23,-6,r-b-hip-hop
2014-01-11,Justin Timberlake,TKO,9,22,15,17,+5,r-b-hip-hop
2014-01-04,Justin Timberlake,TKO,9,17,14,22,-5,r-b-hip-hop
2013-12-28,Justin Timberlake,TKO,9,13,13,17,-4,r-b-hip-hop
2013-12-21,Justin Timberlake,TKO,9,11,12,13,-2,r-b-hip-hop
2013-12-14,Justin Timberlake,TKO,9,9,11,11,-2,r-b-hip-hop
2013-12-14,Justin Timberlake,Drink You Away,17,0,1,34,New,r-b-hip-hop
2013-12-07,Justin Timberlake,TKO,9,10,10,9,+1,r-b-hip-hop
2013-11-30,Justin Timberlake,TKO,9,12,9,10,+2,r-b-hip-hop
2013-11-23,Justin Timberlake,TKO,9,11,8,12,-1,r-b-hip-hop
2013-11-16,Justin Timberlake,TKO,9,15,7,11,+4,r-b-hip-hop
2013-11-16,Justin Timberlake,Take Back The Night,8,37,17,41,-4,r-b-hip-hop
2013-11-09,Justin Timberlake,TKO,9,19,7,15,+4,r-b-hip-hop
2013-11-09,Justin Timberlake,Take Back The Night,8,38,17,37,+1,r-b-hip-hop
2013-11-02,Justin Timberlake,TKO,9,17,5,19,-2,r-b-hip-hop
2013-11-02,Justin Timberlake,Take Back The Night,8,33,15,38,-5,r-b-hip-hop
2013-10-26,Justin Timberlake,TKO,9,17,4,17,0,r-b-hip-hop
2013-10-26,Justin Timberlake,Take Back The Night,8,20,14,33,-13,r-b-hip-hop
2013-10-19,Justin Timberlake,TKO,9,21,3,17,+4,r-b-hip-hop
2013-10-19,Justin Timberlake,Take Back The Night,8,17,13,20,-3,r-b-hip-hop
2013-10-12,Justin Timberlake,Take Back The Night,8,19,12,17,+2,r-b-hip-hop
2013-10-12,Justin Timberlake,TKO,9,14,2,21,-7,r-b-hip-hop
2013-10-05,Justin Timberlake,TKO,9,0,1,14,New,r-b-hip-hop
2013-10-05,Justin Timberlake,Take Back The Night,8,17,11,19,-2,r-b-hip-hop
2013-09-28,Justin Timberlake,Take Back The Night,8,12,10,17,-5,r-b-hip-hop
2013-09-21,Justin Timberlake,Take Back The Night,8,8,9,12,-4,r-b-hip-hop
2013-09-14,Justin Timberlake,Take Back The Night,8,9,8,8,+1,r-b-hip-hop
2013-09-07,Justin Timberlake,Take Back The Night,8,10,7,9,+1,r-b-hip-hop
2013-08-31,Justin Timberlake,Take Back The Night,8,10,6,10,0,r-b-hip-hop
2013-08-24,Justin Timberlake,Take Back The Night,8,8,5,10,-2,r-b-hip-hop
2013-08-17,Justin Timberlake,Take Back The Night,8,12,4,8,+4,r-b-hip-hop
2013-08-10,Justin Timberlake,Take Back The Night,8,12,3,12,0,r-b-hip-hop
2013-08-03,Justin Timberlake,Take Back The Night,8,14,2,12,+2,r-b-hip-hop
2013-07-27,Justin Timberlake,Take Back The Night,8,0,1,14,New,r-b-hip-hop
2013-05-25,Justin Timberlake,Pusher Love Girl,21,48,8,48,0,r-b-hip-hop
2013-05-18,Justin Timberlake,Pusher Love Girl,21,45,7,48,-3,r-b-hip-hop
2013-05-11,Justin Timberlake,Pusher Love Girl,21,44,6,45,-1,r-b-hip-hop
2013-05-04,Justin Timberlake,Pusher Love Girl,21,41,5,44,-3,r-b-hip-hop
2013-04-27,Justin Timberlake,Pusher Love Girl,21,36,4,41,-5,r-b-hip-hop
2013-04-20,Justin Timberlake,Pusher Love Girl,21,31,3,36,-5,r-b-hip-hop
2013-04-13,Justin Timberlake,Pusher Love Girl,21,21,2,31,-10,r-b-hip-hop
2013-04-13,Justin Timberlake,Don't Hold The Wall,37,37,2,38,-1,r-b-hip-hop
2013-04-13,Justin Timberlake,Strawberry Bubblegum,38,38,2,41,-3,r-b-hip-hop
2013-04-13,Justin Timberlake,That Girl,36,36,2,42,-6,r-b-hip-hop
2013-04-13,Justin Timberlake,Tunnel Vision,40,40,2,47,-7,r-b-hip-hop
2013-04-13,Justin Timberlake,Let The Groove Get In,39,39,2,48,-9,r-b-hip-hop
2013-04-06,Justin Timberlake,Pusher Love Girl,21,0,1,21,Hot Shot Debut,r-b-hip-hop
2013-04-06,Justin Timberlake,That Girl,36,0,1,36,New,r-b-hip-hop
2013-04-06,Justin Timberlake,Don't Hold The Wall,37,0,1,37,New,r-b-hip-hop
2013-04-06,Justin Timberlake,Strawberry Bubblegum,38,0,1,38,New,r-b-hip-hop
2013-04-06,Justin Timberlake,Let The Groove Get In,39,0,1,39,New,r-b-hip-hop
2013-04-06,Justin Timberlake,Tunnel Vision,40,0,1,40,New,r-b-hip-hop
2013-04-06,Justin Timberlake,Blue Ocean Floor,43,0,1,43,New,r-b-hip-hop
2013-04-06,Justin Timberlake,Spaceship Coupe,45,0,1,45,New,r-b-hip-hop
2007-10-13,Justin Timberlake,Until The End Of Time,5,6,28,5,+1,r-b-hip-hop
2007-10-06,Justin Timberlake,Until The End Of Time,5,6,27,6,0,r-b-hip-hop
2007-09-29,Justin Timberlake,Until The End Of Time,5,8,26,6,+2,r-b-hip-hop
2007-09-22,Justin Timberlake,Until The End Of Time,5,9,25,8,+1,r-b-hip-hop
2007-09-15,Justin Timberlake,Until The End Of Time,5,9,24,9,0,r-b-hip-hop
2007-09-08,Justin Timberlake,Until The End Of Time,5,12,23,9,+3,r-b-hip-hop
2007-09-01,Justin Timberlake,Until The End Of Time,5,14,22,12,+2,r-b-hip-hop
2007-08-25,Justin Timberlake,Until The End Of Time,5,14,21,14,0,r-b-hip-hop
2007-08-18,Justin Timberlake,Until The End Of Time,5,20,20,14,+6,r-b-hip-hop
2007-08-11,Justin Timberlake,Until The End Of Time,5,20,19,20,0,r-b-hip-hop
2007-08-04,Justin Timberlake,Until The End Of Time,5,18,18,20,-2,r-b-hip-hop
2007-07-28,Justin Timberlake,Until The End Of Time,5,20,17,18,+2,r-b-hip-hop
2007-07-21,Justin Timberlake,Until The End Of Time,5,16,16,20,-4,r-b-hip-hop
2007-07-14,Justin Timberlake,Until The End Of Time,5,15,15,16,-1,r-b-hip-hop
2007-07-07,Justin Timberlake,Until The End Of Time,5,18,14,15,+3,r-b-hip-hop
2007-06-30,Justin Timberlake,Until The End Of Time,5,20,13,18,+2,r-b-hip-hop
2007-06-23,Justin Timberlake,Until The End Of Time,5,26,12,20,+6,r-b-hip-hop
2007-06-16,Justin Timberlake,Until The End Of Time,5,29,11,26,+3,r-b-hip-hop
2007-06-09,Justin Timberlake,Until The End Of Time,5,28,10,29,-1,r-b-hip-hop
2007-06-02,Justin Timberlake,Until The End Of Time,5,33,9,28,+5,r-b-hip-hop
2007-05-26,Justin Timberlake,Until The End Of Time,5,49,8,33,+16,r-b-hip-hop
2007-05-19,Justin Timberlake,Until The End Of Time,5,35,7,49,-14,r-b-hip-hop
2007-05-12,Justin Timberlake,Until The End Of Time,5,38,6,35,+3,r-b-hip-hop
2007-05-05,Justin Timberlake,Until The End Of Time,5,46,5,38,+8,r-b-hip-hop
2007-04-28,Justin Timberlake,Until The End Of Time,5,52,4,46,+6,r-b-hip-hop
2006-11-25,Justin Timberlake,SexyBack,11,28,12,50,-22,r-b-hip-hop
2006-11-18,Justin Timberlake,SexyBack,11,19,11,28,-9,r-b-hip-hop
2006-11-11,Justin Timberlake,SexyBack,11,21,10,19,+2,r-b-hip-hop
2006-11-04,Justin Timberlake,SexyBack,11,15,9,21,-6,r-b-hip-hop
2006-10-28,Justin Timberlake,SexyBack,11,15,8,15,0,r-b-hip-hop
2006-10-21,Justin Timberlake,SexyBack,11,14,7,15,-1,r-b-hip-hop
2006-10-14,Justin Timberlake,SexyBack,11,11,6,14,-3,r-b-hip-hop
2006-10-07,Justin Timberlake,SexyBack,11,18,5,11,+7,r-b-hip-hop
2006-09-30,Justin Timberlake,SexyBack,11,42,4,18,+24,r-b-hip-hop
2006-09-23,Justin Timberlake,SexyBack,11,52,3,42,+10,r-b-hip-hop
2003-05-17,Justin Timberlake,Rock Your Body,45,45,6,45,0,r-b-hip-hop
2003-05-10,Justin Timberlake,Rock Your Body,45,45,5,45,0,r-b-hip-hop
2003-05-03,Justin Timberlake,Rock Your Body,45,54,4,45,+9,r-b-hip-hop
2003-05-03,Justin Timberlake,Cry Me A River,11,43,19,50,-7,r-b-hip-hop
2003-04-26,Justin Timberlake,Cry Me A River,11,36,18,43,-7,r-b-hip-hop
2003-04-19,Justin Timberlake,Cry Me A River,11,27,17,36,-9,r-b-hip-hop
2003-04-12,Justin Timberlake,Cry Me A River,11,21,16,27,-6,r-b-hip-hop
2003-04-05,Justin Timberlake,Cry Me A River,11,15,15,21,-6,r-b-hip-hop
2003-03-29,Justin Timberlake,Cry Me A River,11,13,14,15,-2,r-b-hip-hop
2003-03-22,Justin Timberlake,Cry Me A River,11,13,13,13,0,r-b-hip-hop
2003-03-15,Justin Timberlake,Cry Me A River,11,11,12,13,-2,r-b-hip-hop
2003-03-08,Justin Timberlake,Cry Me A River,11,16,11,11,+5,r-b-hip-hop
2003-03-01,Justin Timberlake,Cry Me A River,11,18,10,16,+2,r-b-hip-hop
2003-02-22,Justin Timberlake,Cry Me A River,11,23,9,18,+5,r-b-hip-hop
2003-02-15,Justin Timberlake,Cry Me A River,11,23,8,23,0,r-b-hip-hop
2003-02-08,Justin Timberlake,Cry Me A River,11,28,7,23,+5,r-b-hip-hop
2003-02-01,Justin Timberlake,Cry Me A River,11,37,6,28,+9,r-b-hip-hop
2003-01-25,Justin Timberlake,Cry Me A River,11,55,5,37,+18,r-b-hip-hop
2008-05-03,Alicia Keys,Like You'll Never See Me Again,25,35,11,40,-5,pop
2008-04-26,Alicia Keys,Like You'll Never See Me Again,25,26,10,35,-9,pop
2008-04-19,Alicia Keys,Like You'll Never See Me Again,25,25,9,26,-1,pop
2008-04-12,Alicia Keys,No One,1,18,23,19,-1,pop
2008-04-12,Alicia Keys,Like You'll Never See Me Again,25,25,8,25,0,pop
2008-04-05,Alicia Keys,No One,1,15,22,18,-3,pop
2008-04-05,Alicia Keys,Like You'll Never See Me Again,25,26,7,25,+1,pop
2008-03-29,Alicia Keys,No One,1,11,21,15,-4,pop
2008-03-29,Alicia Keys,Like You'll Never See Me Again,25,27,6,26,+1,pop
2008-03-22,Alicia Keys,No One,1,10,20,11,-1,pop
2008-03-22,Alicia Keys,Like You'll Never See Me Again,25,33,5,27,+6,pop
2008-03-15,Alicia Keys,No One,1,7,19,10,-3,pop
2008-03-15,Alicia Keys,Like You'll Never See Me Again,25,35,4,33,+2,pop
2008-03-08,Alicia Keys,No One,1,3,18,7,-4,pop
2008-03-08,Alicia Keys,Like You'll Never See Me Again,25,39,3,35,+4,pop
2008-03-01,Alicia Keys,No One,1,2,17,3,-1,pop
2008-03-01,Alicia Keys,Like You'll Never See Me Again,25,39,2,39,0,pop
2008-02-23,Alicia Keys,No One,1,2,16,2,0,pop
2008-02-23,Alicia Keys,Like You'll Never See Me Again,25,0,1,39,New,pop
2008-02-16,Alicia Keys,No One,1,1,15,2,-1,pop
2008-02-09,Alicia Keys,No One,1,1,14,1,0,pop
2008-02-02,Alicia Keys,No One,1,1,13,1,0,pop
2008-01-26,Alicia Keys,No One,1,1,12,1,0,pop
2008-01-19,Alicia Keys,No One,1,1,11,1,0,pop
2008-01-12,Alicia Keys,No One,1,2,10,1,+1,pop
2008-01-05,Alicia Keys,No One,1,2,9,2,0,pop
2007-12-29,Alicia Keys,No One,1,2,8,2,0,pop
2007-12-22,Alicia Keys,No One,1,4,7,2,+2,pop
2007-12-15,Alicia Keys,No One,1,6,6,4,+2,pop
2007-12-08,Alicia Keys,No One,1,9,5,6,+3,pop
2007-12-01,Alicia Keys,No One,1,18,4,9,+9,pop
2007-11-24,Alicia Keys,No One,1,24,3,18,+6,pop
2007-11-17,Alicia Keys,No One,1,35,2,24,+11,pop
2007-11-10,Alicia Keys,No One,1,0,1,35,Hot Shot Debut,pop
2005-07-30,Alicia Keys,Karma,3,34,26,38,-4,pop
2005-07-23,Alicia Keys,Karma,3,37,25,34,+3,pop
2005-07-16,Alicia Keys,Karma,3,31,24,37,-6,pop
2005-07-09,Alicia Keys,Karma,3,31,23,31,0,pop
2005-07-02,Alicia Keys,Karma,3,23,22,31,-8,pop
2005-06-25,Alicia Keys,Karma,3,20,21,23,-3,pop
2005-06-18,Alicia Keys,Karma,3,15,20,20,-5,pop
2005-06-11,Alicia Keys,Karma,3,13,19,15,-2,pop
2005-06-04,Alicia Keys,Karma,3,7,18,13,-6,pop
2005-05-28,Alicia Keys,Karma,3,4,17,7,-3,pop
2005-05-21,Alicia Keys,Karma,3,3,16,4,-1,pop
2005-05-14,Alicia Keys,Karma,3,3,15,3,0,pop
2005-05-07,Alicia Keys,Karma,3,6,14,3,+3,pop
2005-04-30,Alicia Keys,Karma,3,6,13,6,0,pop
2005-04-23,Alicia Keys,Karma,3,10,12,6,+4,pop
2005-04-16,Alicia Keys,Karma,3,11,11,10,+1,pop
2005-04-09,Alicia Keys,Karma,3,13,10,11,+2,pop
2005-04-02,Alicia Keys,Karma,3,16,9,13,+3,pop
2005-03-26,Alicia Keys,Karma,3,20,8,16,+4,pop
2005-03-19,Alicia Keys,Karma,3,20,7,20,0,pop
2005-03-12,Alicia Keys,Karma,3,25,6,20,+5,pop
2005-03-05,Alicia Keys,Karma,3,27,5,25,+2,pop
2005-02-26,Alicia Keys,Karma,3,32,4,27,+5,pop
2005-02-19,Alicia Keys,Karma,3,33,3,32,+1,pop
2005-02-12,Alicia Keys,Karma,3,38,2,33,+5,pop
2005-02-05,Alicia Keys,Karma,3,0,1,38,Hot Shot Debut,pop
2004-11-27,Alicia Keys,If I Ain't Got You,9,24,26,28,-4,pop
2004-11-20,Alicia Keys,If I Ain't Got You,9,25,25,24,+1,pop
2004-11-13,Alicia Keys,If I Ain't Got You,9,22,24,25,-3,pop
2004-11-06,Alicia Keys,If I Ain't Got You,9,20,23,22,-2,pop
2004-10-30,Alicia Keys,If I Ain't Got You,9,16,22,20,-4,pop
2004-10-23,Alicia Keys,If I Ain't Got You,9,12,21,16,-4,pop
2004-10-16,Alicia Keys,If I Ain't Got You,9,11,20,12,-1,pop
2004-10-09,Alicia Keys,If I Ain't Got You,9,10,19,11,-1,pop
2004-10-02,Alicia Keys,If I Ain't Got You,9,12,18,10,+2,pop
2004-09-25,Alicia Keys,If I Ain't Got You,9,13,17,12,+1,pop
2004-09-18,Alicia Keys,If I Ain't Got You,9,10,16,13,-3,pop
2004-09-11,Alicia Keys,If I Ain't Got You,9,9,15,10,-1,pop
2004-09-04,Alicia Keys,If I Ain't Got You,9,9,14,9,0,pop
2004-08-28,Alicia Keys,If I Ain't Got You,9,9,13,9,0,pop
2004-08-21,Alicia Keys,If I Ain't Got You,9,10,12,9,+1,pop
2004-08-14,Alicia Keys,If I Ain't Got You,9,13,11,10,+3,pop
2004-08-07,Alicia Keys,If I Ain't Got You,9,19,10,13,+6,pop
2004-07-31,Alicia Keys,If I Ain't Got You,9,20,9,19,+1,pop
2004-07-24,Alicia Keys,If I Ain't Got You,9,21,8,20,+1,pop
2004-07-17,Alicia Keys,If I Ain't Got You,9,23,7,21,+2,pop
2004-07-10,Alicia Keys,If I Ain't Got You,9,22,6,23,-1,pop
2004-07-03,Alicia Keys,If I Ain't Got You,9,29,5,22,+7,pop
2004-06-26,Alicia Keys,If I Ain't Got You,9,30,4,29,+1,pop
2004-06-19,Alicia Keys,If I Ain't Got You,9,34,3,30,+4,pop
2004-06-12,Alicia Keys,If I Ain't Got You,9,38,2,34,+4,pop
2004-06-05,Alicia Keys,If I Ain't Got You,9,0,1,38,New,pop
2004-02-28,Alicia Keys,You Don't Know My Name,31,33,6,36,-3,pop
2004-02-21,Alicia Keys,You Don't Know My Name,31,33,5,33,0,pop
2004-02-14,Alicia Keys,You Don't Know My Name,31,31,4,33,-2,pop
2004-02-07,Alicia Keys,You Don't Know My Name,31,33,3,31,+2,pop
2004-01-31,Alicia Keys,You Don't Know My Name,31,38,2,33,+5,pop
2004-01-24,Alicia Keys,You Don't Know My Name,31,0,1,38,Hot Shot Debut,pop
2002-05-11,Alicia Keys,How Come You Don't Call Me,34,34,3,36,-2,pop
2002-05-04,Alicia Keys,How Come You Don't Call Me,34,37,2,34,+3,pop
2002-04-27,Alicia Keys,How Come You Don't Call Me,34,0,1,37,New,pop
2002-03-09,Alicia Keys,A Woman's Worth,16,28,12,36,-8,pop
2002-03-02,Alicia Keys,A Woman's Worth,16,17,11,28,-11,pop
2002-02-23,Alicia Keys,A Woman's Worth,16,16,10,17,-1,pop
2002-02-16,Alicia Keys,A Woman's Worth,16,18,9,16,+2,pop
2002-02-09,Alicia Keys,A Woman's Worth,16,17,8,18,-1,pop
2002-02-09,Alicia Keys,Fallin',1,29,26,30,-1,pop
2002-02-02,Alicia Keys,A Woman's Worth,16,20,7,17,+3,pop
2002-02-02,Alicia Keys,Fallin',1,26,25,29,-3,pop
2002-01-26,Alicia Keys,A Woman's Worth,16,24,6,20,+4,pop
2002-01-26,Alicia Keys,Fallin',1,22,24,26,-4,pop
2002-01-19,Alicia Keys,Fallin',1,22,23,22,0,pop
2002-01-19,Alicia Keys,A Woman's Worth,16,25,5,24,+1,pop
2002-01-12,Alicia Keys,Fallin',1,21,22,22,-1,pop
2002-01-12,Alicia Keys,A Woman's Worth,16,27,4,25,+2,pop
2002-01-05,Alicia Keys,Fallin',1,19,21,21,-2,pop
2002-01-05,Alicia Keys,A Woman's Worth,16,30,3,27,+3,pop
2001-12-29,Alicia Keys,Fallin',1,17,20,19,-2,pop
2001-12-29,Alicia Keys,A Woman's Worth,16,34,2,30,+4,pop
2001-12-22,Alicia Keys,Fallin',1,12,19,17,-5,pop
2001-12-22,Alicia Keys,A Woman's Worth,16,0,1,34,Hot Shot Debut,pop
2001-12-15,Alicia Keys,Fallin',1,9,18,12,-3,pop
2001-12-08,Alicia Keys,Fallin',1,8,17,9,-1,pop
2001-12-01,Alicia Keys,Fallin',1,5,16,8,-3,pop
2001-11-24,Alicia Keys,Fallin',1,2,15,5,-3,pop
2001-11-17,Alicia Keys,Fallin',1,2,14,2,0,pop
2001-11-10,Alicia Keys,Fallin',1,1,13,2,-1,pop
2001-11-03,Alicia Keys,Fallin',1,1,12,1,0,pop
2001-10-27,Alicia Keys,Fallin',1,1,11,1,0,pop
2001-10-20,Alicia Keys,Fallin',1,1,10,1,0,pop
2001-10-13,Alicia Keys,Fallin',1,1,9,1,0,pop
2001-10-06,Alicia Keys,Fallin',1,2,8,1,+1,pop
2001-09-29,Alicia Keys,Fallin',1,3,7,2,+1,pop
2001-09-22,Alicia Keys,Fallin',1,6,6,3,+3,pop
2001-09-15,Alicia Keys,Fallin',1,7,5,6,+1,pop
2001-09-08,Alicia Keys,Fallin',1,13,4,7,+6,pop
2001-09-01,Alicia Keys,Fallin',1,25,3,13,+12,pop
2001-08-25,Alicia Keys,Fallin',1,35,2,25,+10,pop
2001-08-18,Alicia Keys,Fallin',1,0,1,35,Hot Shot Debut,pop
2016-08-06,Alicia Keys,In Common,42,48,5,46,+2,r-b-hip-hop
2016-07-30,Alicia Keys,In Common,42,46,4,48,-2,r-b-hip-hop
2016-07-23,Alicia Keys,In Common,42,43,3,46,-3,r-b-hip-hop
2016-07-16,Alicia Keys,In Common,42,0,2,43,Re-Entry,r-b-hip-hop
2016-05-28,Alicia Keys,In Common,42,0,1,42,Hot Shot Debut,r-b-hip-hop
2013-03-30,Alicia Keys,Brand New Me,37,40,16,42,-2,r-b-hip-hop
2013-03-23,Alicia Keys,Brand New Me,37,41,15,40,+1,r-b-hip-hop
2013-03-16,Alicia Keys,Brand New Me,37,38,14,41,-3,r-b-hip-hop
2013-03-09,Alicia Keys,Brand New Me,37,37,13,38,-1,r-b-hip-hop
2013-03-02,Alicia Keys,Brand New Me,37,42,12,37,+5,r-b-hip-hop
2013-02-23,Alicia Keys,Brand New Me,37,38,11,42,-4,r-b-hip-hop
2013-02-16,Alicia Keys,Brand New Me,37,39,10,38,+1,r-b-hip-hop
2013-02-09,Alicia Keys,Brand New Me,37,44,9,39,+5,r-b-hip-hop
2013-02-02,Alicia Keys,Brand New Me,37,42,8,44,-2,r-b-hip-hop
2013-01-26,Alicia Keys,Brand New Me,37,39,7,42,-3,r-b-hip-hop
2013-01-19,Alicia Keys,Brand New Me,37,49,6,39,+10,r-b-hip-hop
2013-01-12,Alicia Keys,Brand New Me,37,46,5,49,-3,r-b-hip-hop
2013-01-05,Alicia Keys,Brand New Me,37,46,4,46,0,r-b-hip-hop
2012-12-29,Alicia Keys,Brand New Me,37,47,3,46,+1,r-b-hip-hop
2012-12-22,Alicia Keys,Brand New Me,37,37,2,47,-10,r-b-hip-hop
2012-12-15,Alicia Keys,Brand New Me,37,0,1,37,New,r-b-hip-hop
2011-03-05,Alicia Keys,Un-Thinkable (I'm Ready),1,47,59,48,-1,r-b-hip-hop
2011-02-26,Alicia Keys,Un-Thinkable (I'm Ready),1,41,58,47,-6,r-b-hip-hop
2011-02-19,Alicia Keys,Un-Thinkable (I'm Ready),1,40,57,41,-1,r-b-hip-hop
2011-02-12,Alicia Keys,Un-Thinkable (I'm Ready),1,43,56,40,+3,r-b-hip-hop
2011-02-05,Alicia Keys,Un-Thinkable (I'm Ready),1,40,55,43,-3,r-b-hip-hop
2011-01-29,Alicia Keys,Un-Thinkable (I'm Ready),1,43,54,40,+3,r-b-hip-hop
2011-01-22,Alicia Keys,Un-Thinkable (I'm Ready),1,39,53,43,-4,r-b-hip-hop
2011-01-15,Alicia Keys,Un-Thinkable (I'm Ready),1,45,52,39,+6,r-b-hip-hop
2011-01-08,Alicia Keys,Un-Thinkable (I'm Ready),1,40,51,45,-5,r-b-hip-hop
2011-01-01,Alicia Keys,Un-Thinkable (I'm Ready),1,43,50,40,+3,r-b-hip-hop
2010-12-25,Alicia Keys,Un-Thinkable (I'm Ready),1,34,49,43,-9,r-b-hip-hop
2010-12-18,Alicia Keys,Un-Thinkable (I'm Ready),1,29,48,34,-5,r-b-hip-hop
2010-12-11,Alicia Keys,Un-Thinkable (I'm Ready),1,26,47,29,-3,r-b-hip-hop
2010-12-04,Alicia Keys,Un-Thinkable (I'm Ready),1,25,46,26,-1,r-b-hip-hop
2010-11-27,Alicia Keys,Un-Thinkable (I'm Ready),1,21,45,25,-4,r-b-hip-hop
2010-11-20,Alicia Keys,Un-Thinkable (I'm Ready),1,15,44,21,-6,r-b-hip-hop
2010-11-13,Alicia Keys,Un-Thinkable (I'm Ready),1,15,43,15,0,r-b-hip-hop
2010-11-06,Alicia Keys,Un-Thinkable (I'm Ready),1,13,42,15,-2,r-b-hip-hop
2010-10-30,Alicia Keys,Un-Thinkable (I'm Ready),1,10,41,13,-3,r-b-hip-hop
2010-10-23,Alicia Keys,Un-Thinkable (I'm Ready),1,10,40,10,0,r-b-hip-hop
2010-10-16,Alicia Keys,Un-Thinkable (I'm Ready),1,9,39,10,-1,r-b-hip-hop
2010-10-09,Alicia Keys,Un-Thinkable (I'm Ready),1,9,38,9,0,r-b-hip-hop
2010-10-02,Alicia Keys,Un-Thinkable (I'm Ready),1,6,37,9,-3,r-b-hip-hop
2010-09-25,Alicia Keys,Un-Thinkable (I'm Ready),1,5,36,6,-1,r-b-hip-hop
2010-09-18,Alicia Keys,Un-Thinkable (I'm Ready),1,5,35,5,0,r-b-hip-hop
2010-09-11,Alicia Keys,Un-Thinkable (I'm Ready),1,3,34,5,-2,r-b-hip-hop
2010-09-04,Alicia Keys,Un-Thinkable (I'm Ready),1,2,33,3,-1,r-b-hip-hop
2010-08-28,Alicia Keys,Un-Thinkable (I'm Ready),1,2,32,2,0,r-b-hip-hop
2010-08-21,Alicia Keys,Un-Thinkable (I'm Ready),1,2,31,2,0,r-b-hip-hop
2010-08-14,Alicia Keys,Un-Thinkable (I'm Ready),1,1,30,2,-1,r-b-hip-hop
2010-08-07,Alicia Keys,Un-Thinkable (I'm Ready),1,1,29,1,0,r-b-hip-hop
2010-07-31,Alicia Keys,Un-Thinkable (I'm Ready),1,1,28,1,0,r-b-hip-hop
2010-07-24,Alicia Keys,Un-Thinkable (I'm Ready),1,1,27,1,0,r-b-hip-hop
2010-07-17,Alicia Keys,Un-Thinkable (I'm Ready),1,1,26,1,0,r-b-hip-hop
2010-07-10,Alicia Keys,Un-Thinkable (I'm Ready),1,1,25,1,0,r-b-hip-hop
2010-07-03,Alicia Keys,Un-Thinkable (I'm Ready),1,1,24,1,0,r-b-hip-hop
